Year,TmaxAn,TminAn,TaveAn,TaveWin,TaveGS,PPTGS,PPTAn,PPTWin,DD5_An,NFFDGS,NFFDAn,PASAn,ErefGS,CMDGS,CMDAn,TreeID,RWI,Elevation,Competition
1940,25.2,-12.7,4.85,-1.5,11.2,344,644,300,1323,131,142,225,740,415,465,L.10H,1.004201428,L,C
1939,23.8,-16,4,-2.8,10.8,219,553,334,1229,123,134,214,728,516,516,L.10H,0.984660271,L,C
1938,24,-11.1,4.558333333,-0.866666667,9.983333333,277,623,346,1155,115,130,231,703,427,482,L.10H,1.141882619,L,C
1937,24.8,-19.5,3.933333333,-2.683333333,10.55,242,617,375,1233,111,123,263,750,507,507,L.10H,1.039026524,L,C
1936,22.9,-12.6,4.166666667,-2.516666667,10.85,299,557,258,1245,123,131,170,723,425,439,L.10H,0.848032664,L,C
1935,22.6,-10.7,4.108333333,-1.35,9.566666667,342,711,369,1130,109,123,308,680,345,407,L.10H,0.898415854,L,C
1934,25.7,-10.3,6.308333333,1.083333333,11.53333333,231,459,228,1438,118,139,79,772,541,634,L.10H,0.620263591,L,C
1933,25.1,-18.5,3.433333333,-3.416666667,10.28333333,322,548,226,1255,114,123,222,728,407,452,L.10H,0.915300386,L,C
1932,24,-17,3.766666667,-2.766666667,10.3,346,714,368,1192,107,122,254,733,385,385,L.10H,1.274097801,L,C
1931,25.3,-15,4.708333333,-1.7,11.11666667,284,487,203,1302,120,129,131,752,468,518,L.10H,0.999259032,L,C
1930,23.9,-15,4.475,-1.783333333,10.73333333,320,553,233,1234,111,125,167,749,428,456,L.10H,1.187221026,L,C
2011,25.7,-13.5,5.433333333,-0.583333333,11.45,255,527,272,1435,126,148,132,739,482,506,L.1H,1.454740452,L,C
2010,24.9,-16.5,4.491666667,-2.366666667,11.35,247,609,362,1343,125,135,233,735,487,489,L.1H,0.943541803,L,C
2009,25.7,-12.1,5.5,-0.183333333,11.18333333,209,576,367,1371,127,142,166,749,538,560,L.1H,1.090087784,L,C
2008,24.8,-13.8,4.65,-1.383333333,10.68333333,236,497,261,1294,115,128,193,738,502,550,L.1H,0.897355706,L,C
2007,25.7,-14.1,5.441666667,-0.95,11.83333333,328,688,360,1440,126,141,174,766,435,445,L.1H,1.003660386,L,C
2006,24.9,-11.4,5.7,-0.016666667,11.41666667,366,727,361,1368,129,148,162,749,382,382,L.1H,1.006228483,L,C
2005,25,-11.6,5.125,-0.683333333,10.93333333,240,607,367,1297,120,138,175,734,494,494,L.1H,1.343428356,L,C
2004,24.5,-12.5,5.275,-0.416666667,10.96666667,239,610,371,1368,127,148,179,740,501,505,L.1H,0.602853002,L,C
2003,27.8,-10.2,5.908333333,-0.066666667,11.88333333,194,546,352,1454,128,143,156,765,571,572,L.1H,0.501029759,L,C
2002,26,-13.1,5.691666667,-0.666666667,12.05,252,517,265,1481,134,151,121,779,527,547,L.1H,0.035846635,L,C
2001,24.4,-11.9,5.475,-1.05,12,258,587,329,1455,132,150,156,772,516,516,L.1H,0.56765912,L,C
2000,25.6,-12.2,6.383333333,0.55,12.21666667,193,519,326,1514,133,148,130,786,593,625,L.1H,0.660897655,L,C
1999,23.2,-13.6,4.866666667,0.133333333,9.6,348,636,288,1131,108,124,141,695,347,360,L.1H,1.726489022,L,C
1998,24.4,-12.4,4.875,-0.933333333,10.68333333,346,666,320,1279,115,125,196,735,387,395,L.1H,1.291368884,L,C
1997,23.3,-10.6,4.941666667,-0.4,10.28333333,307,622,315,1233,124,142,166,708,406,419,L.1H,1.650159269,L,C
1996,25,-11.7,5.85,-0.083333333,11.78333333,308,576,268,1436,135,150,141,748,440,515,L.1H,0.600776148,L,C
1995,23.7,-11.3,4.95,-0.4,10.3,309,724,415,1205,123,143,211,682,376,377,L.1H,1.434368643,L,C
1994,24.9,-13.8,5.066666667,-1.733333333,11.86666667,320,560,240,1440,138,152,146,743,422,470,L.1H,1.104445303,L,C
1993,24.3,-13.1,4.675,-0.916666667,10.26666667,244,611,367,1234,118,139,214,714,476,522,L.1H,0.883027444,L,C
1992,22.7,-13.8,5.3,-0.983333333,11.58333333,312,703,391,1386,138,155,186,740,428,448,L.1H,1.263852576,L,C
1991,23.7,-15.6,4.491666667,-1.75,10.73333333,283,626,343,1292,123,137,205,720,437,442,L.1H,1.163263307,L,C
1990,25.5,-13.1,5.616666667,-0.683333333,11.91666667,384,565,181,1445,132,146,90,760,376,444,L.1H,0.939569618,L,C
1989,26.2,-14,5.8,-0.483333333,12.08333333,174,498,324,1518,128,149,178,792,618,700,L.1H,0.868667105,L,C
1988,24.5,-13.8,4.983333333,-1.416666667,11.38333333,290,647,357,1390,126,143,193,740,450,450,L.1H,1.096730011,L,C
1987,24.2,-11.7,4.958333333,-1.133333333,11.05,289,666,377,1273,124,141,203,745,456,456,L.1H,1.080227838,L,C
1986,24.3,-11.6,5.533333333,0.383333333,10.68333333,469,783,314,1282,125,146,137,706,279,294,L.1H,1.604055793,L,C
1985,25,-11.8,4.9,-1.45,11.25,352,780,428,1286,127,141,216,746,422,422,L.1H,0.919342908,L,C
1984,24.8,-14.2,5.025,-1.35,11.4,327,676,349,1430,132,150,232,732,405,442,L.1H,0.955192513,L,C
1983,24.4,-11.1,4.708333333,-1.05,10.46666667,361,760,399,1267,120,133,267,700,342,373,L.1H,1.79625939,L,C
1982,24.2,-12.8,4.891666667,-0.95,10.73333333,347,731,384,1272,125,144,201,706,371,373,L.1H,0.923230478,L,C
1981,23.9,-10.3,6.066666667,0.466666667,11.66666667,361,591,230,1404,134,148,111,731,371,385,L.1H,1.00742984,L,C
1980,25.4,-11,4.833333333,-1.116666667,10.78333333,276,669,393,1332,119,136,278,734,458,493,L.1H,0.86758637,L,C
1979,24.7,-15.3,4.133333333,-2.45,10.71666667,193,750,557,1297,120,136,384,735,542,549,L.1H,0.959061646,L,C
1978,25.6,-11.5,5.233333333,-0.166666667,10.63333333,245,690,445,1273,119,135,225,736,491,515,L.1H,0.88189268,L,C
1977,24.1,-15.5,4.883333333,-1.983333333,11.75,298,381,83,1393,129,137,68,747,451,503,L.1H,0.343323127,L,C
1976,24.8,-13.6,4.841666667,-0.95,10.63333333,281,515,234,1244,121,130,133,730,449,501,L.1H,0.716771741,L,C
1975,23.3,-14.1,3.666666667,-2.083333333,9.416666667,234,675,441,1115,104,121,292,692,459,459,L.1H,1.442480797,L,C
1974,23.4,-14.9,4.8,-1.25,10.85,181,408,227,1313,120,133,151,752,571,640,L.1H,0.863709339,L,C
1973,23.3,-15.3,3.558333333,-2.533333333,9.65,249,768,519,1135,109,132,325,701,452,452,L.1H,1.128940168,L,C
1972,25.1,-12.6,5.091666667,-0.8,10.98333333,248,508,260,1294,120,134,125,749,500,561,L.1H,0.741926203,L,C
1971,25,-12.9,4.333333333,-1.716666667,10.38333333,332,536,204,1186,108,118,131,731,398,398,L.1H,0.684259971,L,C
1970,24.2,-12.1,4.425,-1.2,10.05,306,611,305,1175,115,129,177,699,408,408,L.1H,0.4266805,L,C
1969,24.2,-14.4,4.6,-2,11.2,306,705,399,1320,129,144,262,715,409,431,L.1H,1.156890563,L,C
1968,22.8,-14.4,4.2,-1.133333333,9.533333333,260,515,255,1119,112,125,214,682,423,525,L.1H,0.87961182,L,C
1967,24,-13.6,4.975,-0.3,10.25,281,499,218,1228,120,135,126,693,412,498,L.1H,1.056143078,L,C
1966,25,-14.6,5.225,-0.966666667,11.41666667,240,577,337,1406,127,142,154,751,511,546,L.1H,1.021006318,L,C
1965,23.1,-12.7,4.166666667,-1.316666667,9.65,407,731,324,1120,118,130,264,661,271,345,L.1H,1.546101405,L,C
1964,24.5,-15,4.3,-1.683333333,10.28333333,333,537,204,1275,121,141,163,698,384,406,L.1H,0.889841709,L,C
1963,25.4,-16,5.416666667,-0.633333333,11.46666667,247,555,308,1425,129,148,142,739,492,492,L.1H,0.952531643,L,C
1962,24.8,-14.8,4.408333333,-2.116666667,10.93333333,199,488,289,1245,119,132,157,748,549,549,L.1H,0.652159484,L,C
1961,24.4,-13.9,4.925,-0.783333333,10.63333333,271,625,354,1259,119,137,171,729,458,463,L.1H,0.755376675,L,C
1960,25.8,-14.5,4.85,-1.583333333,11.28333333,204,604,400,1342,120,133,211,772,566,571,L.1H,0.481766139,L,C
1959,25,-12,5.341666667,-0.316666667,11,278,470,192,1321,124,138,103,741,464,485,L.1H,0.182133809,L,C
1958,25.4,-12.6,5,-1.133333333,11.13333333,199,649,450,1355,125,145,249,761,562,562,L.1H,0.9503433,L,C
1957,22.7,-14.2,4.508333333,-0.766666667,9.783333333,409,683,274,1147,112,125,182,684,287,315,L.1H,1.423128813,L,C
1956,24.1,-13.1,5.291666667,-0.466666667,11.05,119,395,276,1335,119,133,134,767,650,718,L.1H,1.156196209,L,C
1955,23.6,-15.5,4.308333333,-1.433333333,10.05,266,514,248,1221,113,131,179,706,440,471,L.1H,1.45783566,L,C
1954,24.2,-13.4,5.608333333,-0.2,11.41666667,309,619,310,1358,129,145,124,740,431,459,L.1H,1.01534485,L,C
1953,23.8,-12.5,4.658333333,-0.833333333,10.15,217,469,252,1239,113,124,184,707,492,568,L.1H,1.033646324,L,C
1952,23.5,-13.7,4.075,-2.716666667,10.86666667,233,625,392,1253,127,138,282,719,485,489,L.1H,1.404358951,L,C
1951,25.7,-11.7,5.216666667,0.05,10.38333333,261,468,207,1281,107,125,136,736,477,546,L.1H,0.547322863,L,C
1950,23.3,-13.4,4.416666667,-0.85,9.683333333,219,497,278,1070,98,109,145,727,508,528,L.1H,0.783682822,L,C
1949,23.9,-16.2,3.741666667,-2.933333333,10.41666667,305,673,368,1183,117,126,263,722,416,416,L.1H,1.251537176,L,C
1948,24.3,-12.8,4.15,-2.25,10.55,265,649,384,1219,116,131,235,738,472,472,L.1H,1.084657173,L,C
1947,24.6,-14.5,4.691666667,-1.116666667,10.5,328,643,315,1202,120,131,150,714,387,387,L.1H,1.051970266,L,C
1946,24.1,-16.1,4.608333333,-1.8,11.01666667,341,592,251,1295,122,139,154,732,389,393,L.1H,0.950314995,L,C
1945,23.5,-12.7,4.191666667,-1.2,9.583333333,182,568,386,1148,103,122,290,696,518,543,L.1H,0.986612775,L,C
1944,23.6,-12.2,3.933333333,-1.6,9.466666667,272,611,339,1077,105,118,247,699,428,428,L.1H,1.138383471,L,C
1943,24,-11.9,5.141666667,-0.583333333,10.86666667,312,686,374,1244,118,132,205,730,417,449,L.1H,1.459488917,L,C
1942,23.6,-13.5,3.933333333,-2.133333333,10,162,514,352,1115,105,120,210,716,554,554,L.1H,1.34975755,L,C
1941,22.9,-11.1,4.416666667,-0.6,9.433333333,397,876,479,1094,119,137,307,666,318,327,L.1H,1.637883375,L,C
1940,25.2,-12.7,4.85,-1.5,11.2,344,644,300,1323,131,142,225,740,415,465,L.1H,1.062793848,L,C
1939,23.8,-16,4,-2.8,10.8,219,553,334,1229,123,134,214,728,516,516,L.1H,0.904154783,L,C
1938,24,-11.1,4.558333333,-0.866666667,9.983333333,277,623,346,1155,115,130,231,703,427,482,L.1H,1.032893129,L,C
1937,24.8,-19.5,3.933333333,-2.683333333,10.55,242,617,375,1233,111,123,263,750,507,507,L.1H,1.254240021,L,C
1936,22.9,-12.6,4.166666667,-2.516666667,10.85,299,557,258,1245,123,131,170,723,425,439,L.1H,0.912572883,L,C
1935,22.6,-10.7,4.108333333,-1.35,9.566666667,342,711,369,1130,109,123,308,680,345,407,L.1H,0.705766682,L,C
1934,25.7,-10.3,6.308333333,1.083333333,11.53333333,231,459,228,1438,118,139,79,772,541,634,L.1H,0.56580364,L,C
1933,25.1,-18.5,3.433333333,-3.416666667,10.28333333,322,548,226,1255,114,123,222,728,407,452,L.1H,0.54610183,L,C
1932,24,-17,3.766666667,-2.766666667,10.3,346,714,368,1192,107,122,254,733,385,385,L.1H,0.933559567,L,C
1931,25.3,-15,4.708333333,-1.7,11.11666667,284,487,203,1302,120,129,131,752,468,518,L.1H,0.598889266,L,C
1930,23.9,-15,4.475,-1.783333333,10.73333333,320,553,233,1234,111,125,167,749,428,456,L.1H,1.180578302,L,C
1929,24.9,-14.2,3.175,-3.616666667,9.966666667,405,778,373,1165,111,123,283,710,318,318,L.1H,1.189619058,L,C
1928,24.2,-15.8,3.808333333,-2.166666667,9.783333333,206,480,274,1108,110,122,185,706,499,524,L.1H,1.079305902,L,C
2011,25.7,-13.5,5.433333333,-0.583333333,11.45,255,527,272,1435,126,148,132,739,482,506,L.2H,1.073758619,L,C
2010,24.9,-16.5,4.491666667,-2.366666667,11.35,247,609,362,1343,125,135,233,735,487,489,L.2H,1.337620035,L,C
2009,25.7,-12.1,5.5,-0.183333333,11.18333333,209,576,367,1371,127,142,166,749,538,560,L.2H,1.238195959,L,C
2008,24.8,-13.8,4.65,-1.383333333,10.68333333,236,497,261,1294,115,128,193,738,502,550,L.2H,1.091495567,L,C
2007,25.7,-14.1,5.441666667,-0.95,11.83333333,328,688,360,1440,126,141,174,766,435,445,L.2H,0.943067503,L,C
2006,24.9,-11.4,5.7,-0.016666667,11.41666667,366,727,361,1368,129,148,162,749,382,382,L.2H,0.619991765,L,C
2005,25,-11.6,5.125,-0.683333333,10.93333333,240,607,367,1297,120,138,175,734,494,494,L.2H,1.121642246,L,C
2004,24.5,-12.5,5.275,-0.416666667,10.96666667,239,610,371,1368,127,148,179,740,501,505,L.2H,0.594197241,L,C
2003,27.8,-10.2,5.908333333,-0.066666667,11.88333333,194,546,352,1454,128,143,156,765,571,572,L.2H,0.761275886,L,C
2002,26,-13.1,5.691666667,-0.666666667,12.05,252,517,265,1481,134,151,121,779,527,547,L.2H,0.088793473,L,C
2001,24.4,-11.9,5.475,-1.05,12,258,587,329,1455,132,150,156,772,516,516,L.2H,0.575618865,L,C
2000,25.6,-12.2,6.383333333,0.55,12.21666667,193,519,326,1514,133,148,130,786,593,625,L.2H,0.664436935,L,C
1999,23.2,-13.6,4.866666667,0.133333333,9.6,348,636,288,1131,108,124,141,695,347,360,L.2H,1.533346075,L,C
1998,24.4,-12.4,4.875,-0.933333333,10.68333333,346,666,320,1279,115,125,196,735,387,395,L.2H,1.038544612,L,C
1997,23.3,-10.6,4.941666667,-0.4,10.28333333,307,622,315,1233,124,142,166,708,406,419,L.2H,1.219943273,L,C
1996,25,-11.7,5.85,-0.083333333,11.78333333,308,576,268,1436,135,150,141,748,440,515,L.2H,0.70090529,L,C
1995,23.7,-11.3,4.95,-0.4,10.3,309,724,415,1205,123,143,211,682,376,377,L.2H,1.628733218,L,C
1994,24.9,-13.8,5.066666667,-1.733333333,11.86666667,320,560,240,1440,138,152,146,743,422,470,L.2H,0.994885902,L,C
1993,24.3,-13.1,4.675,-0.916666667,10.26666667,244,611,367,1234,118,139,214,714,476,522,L.2H,0.938139226,L,C
1992,22.7,-13.8,5.3,-0.983333333,11.58333333,312,703,391,1386,138,155,186,740,428,448,L.2H,1.550575463,L,C
1991,23.7,-15.6,4.491666667,-1.75,10.73333333,283,626,343,1292,123,137,205,720,437,442,L.2H,0.928266552,L,C
1990,25.5,-13.1,5.616666667,-0.683333333,11.91666667,384,565,181,1445,132,146,90,760,376,444,L.2H,1.053961392,L,C
1989,26.2,-14,5.8,-0.483333333,12.08333333,174,498,324,1518,128,149,178,792,618,700,L.2H,0.953094611,L,C
1988,24.5,-13.8,4.983333333,-1.416666667,11.38333333,290,647,357,1390,126,143,193,740,450,450,L.2H,1.243847726,L,C
1987,24.2,-11.7,4.958333333,-1.133333333,11.05,289,666,377,1273,124,141,203,745,456,456,L.2H,1.222910755,L,C
1986,24.3,-11.6,5.533333333,0.383333333,10.68333333,469,783,314,1282,125,146,137,706,279,294,L.2H,1.81385989,L,C
1985,25,-11.8,4.9,-1.45,11.25,352,780,428,1286,127,141,216,746,422,422,L.2H,1.22892129,L,C
1984,24.8,-14.2,5.025,-1.35,11.4,327,676,349,1430,132,150,232,732,405,442,L.2H,1.330792442,L,C
1983,24.4,-11.1,4.708333333,-1.05,10.46666667,361,760,399,1267,120,133,267,700,342,373,L.2H,1.225662281,L,C
1982,24.2,-12.8,4.891666667,-0.95,10.73333333,347,731,384,1272,125,144,201,706,371,373,L.2H,1.433853358,L,C
1981,23.9,-10.3,6.066666667,0.466666667,11.66666667,361,591,230,1404,134,148,111,731,371,385,L.2H,1.085972106,L,C
1980,25.4,-11,4.833333333,-1.116666667,10.78333333,276,669,393,1332,119,136,278,734,458,493,L.2H,0.919333598,L,C
1979,24.7,-15.3,4.133333333,-2.45,10.71666667,193,750,557,1297,120,136,384,735,542,549,L.2H,0.723900968,L,C
1978,25.6,-11.5,5.233333333,-0.166666667,10.63333333,245,690,445,1273,119,135,225,736,491,515,L.2H,0.673900754,L,C
1977,24.1,-15.5,4.883333333,-1.983333333,11.75,298,381,83,1393,129,137,68,747,451,503,L.2H,0.171105356,L,C
1976,24.8,-13.6,4.841666667,-0.95,10.63333333,281,515,234,1244,121,130,133,730,449,501,L.2H,0.890251992,L,C
1975,23.3,-14.1,3.666666667,-2.083333333,9.416666667,234,675,441,1115,104,121,292,692,459,459,L.2H,0.978525297,L,C
1974,23.4,-14.9,4.8,-1.25,10.85,181,408,227,1313,120,133,151,752,571,640,L.2H,0.70553942,L,C
1973,23.3,-15.3,3.558333333,-2.533333333,9.65,249,768,519,1135,109,132,325,701,452,452,L.2H,1.113791887,L,C
1972,25.1,-12.6,5.091666667,-0.8,10.98333333,248,508,260,1294,120,134,125,749,500,561,L.2H,0.802670843,L,C
1971,25,-12.9,4.333333333,-1.716666667,10.38333333,332,536,204,1186,108,118,131,731,398,398,L.2H,0.905416497,L,C
1970,24.2,-12.1,4.425,-1.2,10.05,306,611,305,1175,115,129,177,699,408,408,L.2H,0.995493471,L,C
1969,24.2,-14.4,4.6,-2,11.2,306,705,399,1320,129,144,262,715,409,431,L.2H,1.556063759,L,C
1968,22.8,-14.4,4.2,-1.133333333,9.533333333,260,515,255,1119,112,125,214,682,423,525,L.2H,1.121148415,L,C
1967,24,-13.6,4.975,-0.3,10.25,281,499,218,1228,120,135,126,693,412,498,L.2H,1.511109398,L,C
1966,25,-14.6,5.225,-0.966666667,11.41666667,240,577,337,1406,127,142,154,751,511,546,L.2H,1.271894407,L,C
1965,23.1,-12.7,4.166666667,-1.316666667,9.65,407,731,324,1120,118,130,264,661,271,345,L.2H,1.516060035,L,C
1964,24.5,-15,4.3,-1.683333333,10.28333333,333,537,204,1275,121,141,163,698,384,406,L.2H,0.559533913,L,C
1963,25.4,-16,5.416666667,-0.633333333,11.46666667,247,555,308,1425,129,148,142,739,492,492,L.2H,0.602379513,L,C
1962,24.8,-14.8,4.408333333,-2.116666667,10.93333333,199,488,289,1245,119,132,157,748,549,549,L.2H,0.627931391,L,C
1961,24.4,-13.9,4.925,-0.783333333,10.63333333,271,625,354,1259,119,137,171,729,458,463,L.2H,0.61095873,L,C
1960,25.8,-14.5,4.85,-1.583333333,11.28333333,204,604,400,1342,120,133,211,772,566,571,L.2H,0.734154405,L,C
1959,25,-12,5.341666667,-0.316666667,11,278,470,192,1321,124,138,103,741,464,485,L.2H,0.184415711,L,C
1958,25.4,-12.6,5,-1.133333333,11.13333333,199,649,450,1355,125,145,249,761,562,562,L.2H,0.590455921,L,C
1957,22.7,-14.2,4.508333333,-0.766666667,9.783333333,409,683,274,1147,112,125,182,684,287,315,L.2H,1.440285671,L,C
1956,24.1,-13.1,5.291666667,-0.466666667,11.05,119,395,276,1335,119,133,134,767,650,718,L.2H,0.613510957,L,C
1955,23.6,-15.5,4.308333333,-1.433333333,10.05,266,514,248,1221,113,131,179,706,440,471,L.2H,0.94688688,L,C
1954,24.2,-13.4,5.608333333,-0.2,11.41666667,309,619,310,1358,129,145,124,740,431,459,L.2H,0.602579555,L,C
1953,23.8,-12.5,4.658333333,-0.833333333,10.15,217,469,252,1239,113,124,184,707,492,568,L.2H,0.720475098,L,C
1952,23.5,-13.7,4.075,-2.716666667,10.86666667,233,625,392,1253,127,138,282,719,485,489,L.2H,1.16274149,L,C
1951,25.7,-11.7,5.216666667,0.05,10.38333333,261,468,207,1281,107,125,136,736,477,546,L.2H,0.56324169,L,C
1950,23.3,-13.4,4.416666667,-0.85,9.683333333,219,497,278,1070,98,109,145,727,508,528,L.2H,0.736353773,L,C
1949,23.9,-16.2,3.741666667,-2.933333333,10.41666667,305,673,368,1183,117,126,263,722,416,416,L.2H,1.330458975,L,C
1948,24.3,-12.8,4.15,-2.25,10.55,265,649,384,1219,116,131,235,738,472,472,L.2H,0.92992882,L,C
1947,24.6,-14.5,4.691666667,-1.116666667,10.5,328,643,315,1202,120,131,150,714,387,387,L.2H,1.287613507,L,C
1946,24.1,-16.1,4.608333333,-1.8,11.01666667,341,592,251,1295,122,139,154,732,389,393,L.2H,1.023387962,L,C
1945,23.5,-12.7,4.191666667,-1.2,9.583333333,182,568,386,1148,103,122,290,696,518,543,L.2H,1.061998974,L,C
1944,23.6,-12.2,3.933333333,-1.6,9.466666667,272,611,339,1077,105,118,247,699,428,428,L.2H,1.053079416,L,C
1943,24,-11.9,5.141666667,-0.583333333,10.86666667,312,686,374,1244,118,132,205,730,417,449,L.2H,1.308803117,L,C
1942,23.6,-13.5,3.933333333,-2.133333333,10,162,514,352,1115,105,120,210,716,554,554,L.2H,1.222694188,L,C
1941,22.9,-11.1,4.416666667,-0.6,9.433333333,397,876,479,1094,119,137,307,666,318,327,L.2H,1.694782625,L,C
1940,25.2,-12.7,4.85,-1.5,11.2,344,644,300,1323,131,142,225,740,415,465,L.2H,1.344384532,L,C
1939,23.8,-16,4,-2.8,10.8,219,553,334,1229,123,134,214,728,516,516,L.2H,1.186230785,L,C
1938,24,-11.1,4.558333333,-0.866666667,9.983333333,277,623,346,1155,115,130,231,703,427,482,L.2H,1.532075501,L,C
1937,24.8,-19.5,3.933333333,-2.683333333,10.55,242,617,375,1233,111,123,263,750,507,507,L.2H,1.374850629,L,C
1936,22.9,-12.6,4.166666667,-2.516666667,10.85,299,557,258,1245,123,131,170,723,425,439,L.2H,0.759953869,L,C
1935,22.6,-10.7,4.108333333,-1.35,9.566666667,342,711,369,1130,109,123,308,680,345,407,L.2H,0.749262014,L,C
1934,25.7,-10.3,6.308333333,1.083333333,11.53333333,231,459,228,1438,118,139,79,772,541,634,L.2H,0.56212299,L,C
1933,25.1,-18.5,3.433333333,-3.416666667,10.28333333,322,548,226,1255,114,123,222,728,407,452,L.2H,0.58135937,L,C
1932,24,-17,3.766666667,-2.766666667,10.3,346,714,368,1192,107,122,254,733,385,385,L.2H,1.095179323,L,C
1931,25.3,-15,4.708333333,-1.7,11.11666667,284,487,203,1302,120,129,131,752,468,518,L.2H,0.719189786,L,C
1930,23.9,-15,4.475,-1.783333333,10.73333333,320,553,233,1234,111,125,167,749,428,456,L.2H,1.093728512,L,C
1929,24.9,-14.2,3.175,-3.616666667,9.966666667,405,778,373,1165,111,123,283,710,318,318,L.2H,0.985712517,L,C
1928,24.2,-15.8,3.808333333,-2.166666667,9.783333333,206,480,274,1108,110,122,185,706,499,524,L.2H,0.792019472,L,C
1927,22.5,-13.7,4.025,-1.316666667,9.366666667,329,646,317,1044,115,131,214,664,362,395,L.2H,1.173018928,L,C
1926,23.5,-13.5,4.033333333,-2.016666667,10.08333333,342,592,250,1127,121,134,155,690,367,367,L.2H,1.068237047,L,C
1925,24.3,-16.3,4.466666667,-1.933333333,10.86666667,360,606,246,1257,129,141,151,712,363,404,L.2H,0.721753749,L,C
1924,24.4,-15.9,4.225,-2.116666667,10.56666667,175,431,256,1208,113,125,190,751,577,607,L.2H,0.87653237,L,C
1923,24.1,-11.6,4.416666667,-1.216666667,10.05,319,599,280,1153,113,124,185,703,385,439,L.2H,1.232227123,L,C
1922,24.8,-14.4,4.658333333,-1.25,10.56666667,201,520,319,1311,119,137,220,730,530,573,L.2H,0.773669968,L,C
1921,23.3,-12.4,4.708333333,-0.75,10.16666667,297,492,195,1177,116,131,94,703,408,422,L.2H,1.212330987,L,C
1920,24.2,-11.3,4.133333333,-1.266666667,9.533333333,293,678,385,1084,114,125,251,698,404,404,L.2H,1.124051366,L,C
1919,24.5,-16.3,3.975,-3.283333333,11.23333333,337,635,298,1330,132,149,240,726,388,411,L.2H,1.277731167,L,C
1918,24.5,-12.9,5.166666667,-0.1,10.43333333,281,513,232,1269,119,133,139,713,432,538,L.2H,0.964257307,L,C
1917,24.8,-14.1,3.25,-3.166666667,9.666666667,229,473,244,1122,110,124,178,700,472,472,L.2H,0.756271388,L,C
2011,25.7,-13.5,5.433333333,-0.583333333,11.45,255,527,272,1435,126,148,132,739,482,506,L.3H,1.40140746,L,C
2010,24.9,-16.5,4.491666667,-2.366666667,11.35,247,609,362,1343,125,135,233,735,487,489,L.3H,1.215279005,L,C
2009,25.7,-12.1,5.5,-0.183333333,11.18333333,209,576,367,1371,127,142,166,749,538,560,L.3H,1.071229339,L,C
2008,24.8,-13.8,4.65,-1.383333333,10.68333333,236,497,261,1294,115,128,193,738,502,550,L.3H,1.08213533,L,C
2007,25.7,-14.1,5.441666667,-0.95,11.83333333,328,688,360,1440,126,141,174,766,435,445,L.3H,1.053096316,L,C
2006,24.9,-11.4,5.7,-0.016666667,11.41666667,366,727,361,1368,129,148,162,749,382,382,L.3H,0.97680656,L,C
2005,25,-11.6,5.125,-0.683333333,10.93333333,240,607,367,1297,120,138,175,734,494,494,L.3H,1.28744285,L,C
2004,24.5,-12.5,5.275,-0.416666667,10.96666667,239,610,371,1368,127,148,179,740,501,505,L.3H,0.474951688,L,C
2003,27.8,-10.2,5.908333333,-0.066666667,11.88333333,194,546,352,1454,128,143,156,765,571,572,L.3H,0.480273727,L,C
2002,26,-13.1,5.691666667,-0.666666667,12.05,252,517,265,1481,134,151,121,779,527,547,L.3H,0.075086823,L,C
2001,24.4,-11.9,5.475,-1.05,12,258,587,329,1455,132,150,156,772,516,516,L.3H,0.372289693,L,C
2000,25.6,-12.2,6.383333333,0.55,12.21666667,193,519,326,1514,133,148,130,786,593,625,L.3H,0.563945927,L,C
1999,23.2,-13.6,4.866666667,0.133333333,9.6,348,636,288,1131,108,124,141,695,347,360,L.3H,1.337757893,L,C
1998,24.4,-12.4,4.875,-0.933333333,10.68333333,346,666,320,1279,115,125,196,735,387,395,L.3H,1.033809388,L,C
1997,23.3,-10.6,4.941666667,-0.4,10.28333333,307,622,315,1233,124,142,166,708,406,419,L.3H,1.462836162,L,C
1996,25,-11.7,5.85,-0.083333333,11.78333333,308,576,268,1436,135,150,141,748,440,515,L.3H,0.469664069,L,C
1995,23.7,-11.3,4.95,-0.4,10.3,309,724,415,1205,123,143,211,682,376,377,L.3H,2.186084412,L,C
1994,24.9,-13.8,5.066666667,-1.733333333,11.86666667,320,560,240,1440,138,152,146,743,422,470,L.3H,1.070780774,L,C
1993,24.3,-13.1,4.675,-0.916666667,10.26666667,244,611,367,1234,118,139,214,714,476,522,L.3H,0.926948533,L,C
1992,22.7,-13.8,5.3,-0.983333333,11.58333333,312,703,391,1386,138,155,186,740,428,448,L.3H,0.908043879,L,C
1991,23.7,-15.6,4.491666667,-1.75,10.73333333,283,626,343,1292,123,137,205,720,437,442,L.3H,0.743575501,L,C
1990,25.5,-13.1,5.616666667,-0.683333333,11.91666667,384,565,181,1445,132,146,90,760,376,444,L.3H,0.569611454,L,C
1989,26.2,-14,5.8,-0.483333333,12.08333333,174,498,324,1518,128,149,178,792,618,700,L.3H,0.848273295,L,C
1988,24.5,-13.8,4.983333333,-1.416666667,11.38333333,290,647,357,1390,126,143,193,740,450,450,L.3H,1.052764294,L,C
1987,24.2,-11.7,4.958333333,-1.133333333,11.05,289,666,377,1273,124,141,203,745,456,456,L.3H,1.337030842,L,C
